age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_shopping_activity,online_activity_share,store_activity_share,income_group
74,178384.0,5.1,14,0.5,3,3,44,2,54060.0,143441.0,1,6,7,8,3,8,1,1,3,9,9,Other,Tier 1,Store,46,0.9565217391304348,0.043478260869565216,Upper-Middle
69,39161.0,8.5,13,1.7,7,9,37,14,110181.0,83802.0,6,8,3,7,1,3,2,1,8,3,2,Other,Tier 2,Store,51,0.7254901960784313,0.27450980392156865,Low
77,133920.0,5.4,2,3.3,5,1,39,4,135582.0,18503.0,7,6,5,10,7,1,9,2,1,10,9,Female,Tier 1,Hybrid,43,0.9069767441860465,0.09302325581395349,Upper-Middle
66,119823.0,4.8,4,0.8,10,3,21,3,81701.0,96067.0,9,9,3,4,9,9,2,5,2,2,8,Male,Tier 3,Store,24,0.875,0.125,Lower-Middle
19,140014.0,8.6,9,4.1,9,10,41,0,91426.0,1819.04,4,4,5,9,10,9,7,7,9,10,9,Male,Tier 1,Online,41,1.0,0.0,Upper-Middle
18,145466.0,8.4,4,2.7,8,2,9,3,51755.0,57042.0,7,9,1,5,9,8,2,2,10,10,6,Other,Tier 1,Store,12,0.75,0.25,Upper-Middle
65,82313.0,6.5,7,3.4,3,2,32,7,8836.0,39981.0,8,5,5,1,8,2,5,7,4,3,5,Other,Tier 3,Store,39,0.8205128205128205,0.1794871794871795,Lower-Middle
79,196446.0,5.7,11,1.3,4,1,11,6,81424.0,79757.0,6,6,7,4,3,4,2,5,6,8,6,Male,Tier 1,Store,17,0.6470588235294118,0.35294117647058826,High
29,170086.0,5.2,5,1.5,7,6,7,0,113195.0,17196.0,5,2,1,10,4,4,5,5,1,10,3,Female,Tier 2,Hybrid,7,1.0,0.0,Upper-Middle
22,95308.0,5.9,13,2.3,2,5,39,4,34523.0,9632.0,2,4,4,4,7,4,9,4,10,8,9,Other,Tier 2,Online,43,0.9069767441860465,0.09302325581395349,Lower-Middle
54,61389.0,4.3,2,3.6,10,5,21,12,80291.0,51945.0,1,8,2,5,1,6,4,9,9,9,9,Female,Tier 2,Store,33,0.6363636363636364,0.36363636363636365,Low
49,164233.0,7.0,8,3.5,6,9,38,11,15349.0,91360.0,3,0,1,5,2,5,3,6,2,4,4,Female,Tier 3,Store,49,0.7755102040816326,0.22448979591836735,Upper-Middle
76,122800.0,9.3,11,3.0,9,6,38,7,98068.0,140888.0,8,5,3,4,8,4,2,6,10,1,10,Female,Tier 1,Store,45,0.8444444444444444,0.15555555555555556,Lower-Middle
72,153562.0,7.1,10,2.2,9,9,46,16,20522.0,5129.0,5,7,7,8,10,7,6,3,8,4,3,Other,Tier 1,Online,62,0.7419354838709677,0.25806451612903225,Upper-Middle
26,134547.0,3.8,10,1.5,6,4,43,1,10514.0,84237.0,10,3,1,6,3,7,5,9,4,5,8,Male,Tier 3,Store,44,0.9772727272727273,0.022727272727272728,Upper-Middle
58,39502.0,6.9,2,3.9,6,7,15,17,30221.0,143012.0,5,0,1,3,8,8,9,2,9,8,10,Female,Tier 1,Store,32,0.46875,0.53125,Low
52,50757.0,6.4,3,2.0,6,4,47,8,1878.92,79671.0,9,0,7,9,5,3,5,4,10,9,10,Male,Tier 1,Store,55,0.8545454545454545,0.14545454545454545,Low
36,56111.0,6.9,10,0.5,10,1,33,8,93395.0,6905.0,9,2,3,10,6,3,6,4,10,1,9,Female,Tier 2,Online,41,0.8048780487804879,0.1951219512195122,Low
65,113273.0,4.4,7,1.3,6,4,45,12,114468.0,106476.0,9,9,1,4,1,5,2,5,10,3,3,Other,Tier 3,Store,57,0.7894736842105263,0.21052631578947367,Lower-Middle
33,229317.0,6.0,5,1.6,3,2,15,17,132911.0,113334.0,8,4,1,1,2,4,9,10,4,4,7,Female,Tier 2,Store,32,0.46875,0.53125,High
20,73645.0,7.8,10,2.1,4,5,13,16,9509.0,68103.0,10,3,3,4,8,10,9,7,1,3,1,Female,Tier 1,Store,29,0.4482758620689655,0.5517241379310345,Lower-Middle
37,125218.0,3.9,11,2.4,6,2,5,6,41581.0,56047.0,8,8,2,10,3,2,4,5,2,8,5,Male,Tier 1,Store,11,0.45454545454545453,0.5454545454545454,Lower-Middle
41,74055.0,5.1,3,0.7,10,2,49,6,8367.0,132323.0,2,3,4,7,2,4,9,10,4,5,3,Male,Tier 3,Store,55,0.8909090909090909,0.10909090909090909,Lower-Middle
71,134815.0,5.4,12,1.9,1,4,9,18,35176.0,122212.0,2,2,1,4,7,4,2,4,2,2,2,Female,Tier 2,Store,27,0.3333333333333333,0.6666666666666666,Upper-Middle
73,155070.0,8.0,2,2.0,1,7,23,1,120994.0,52921.0,5,9,1,9,8,10,10,5,6,7,4,Female,Tier 2,Store,24,0.9583333333333334,0.041666666666666664,Upper-Middle
50,174978.0,8.3,11,2.2,7,3,26,15,45557.0,74867.0,6,7,7,6,10,10,4,7,6,8,5,Male,Tier 3,Store,41,0.6341463414634146,0.36585365853658536,Upper-Middle
41,116026.0,2.2,6,1.5,1,7,46,1,21995.0,91551.0,5,8,2,3,4,2,7,6,6,6,7,Other,Tier 3,Store,47,0.9787234042553191,0.02127659574468085,Lower-Middle
69,85192.0,8.0,10,5.5,5,9,49,14,73168.0,123916.0,8,8,2,1,1,9,4,2,4,8,6,Female,Tier 1,Store,63,0.7777777777777778,0.2222222222222222,Lower-Middle
28,196549.0,8.4,1,2.0,10,3,8,15,66342.0,21220.0,1,6,4,8,8,4,6,9,4,1,4,Female,Tier 3,Store,23,0.34782608695652173,0.6521739130434783,High
66,182973.0,8.2,8,1.7,8,4,47,15,124957.0,21378.0,6,3,7,3,2,9,2,10,1,10,9,Male,Tier 2,Store,62,0.7580645161290323,0.24193548387096775,Upper-Middle
25,237343.0,4.9,5,1.1,6,1,15,5,120077.0,106585.0,10,8,7,9,2,2,10,1,8,7,5,Male,Tier 1,Store,20,0.75,0.25,High
53,67021.0,5.5,5,3.5,3,7,1,10,5545.0,76174.0,10,1,1,6,10,10,8,7,7,4,9,Other,Tier 2,Store,11,0.09090909090909091,0.9090909090909091,Low
55,44092.0,2.9,14,0.1,2,1,30,8,10813.0,72664.0,5,5,4,9,5,6,7,5,1,10,5,Other,Tier 3,Store,38,0.7894736842105263,0.21052631578947367,Low
57,147314.0,1.8,2,0.2,2,3,46,17,52788.0,35085.0,2,9,2,4,3,4,6,4,1,2,1,Female,Tier 1,Store,63,0.7301587301587301,0.2698412698412698,Upper-Middle
37,121843.0,5.3,7,2.5,4,9,18,5,28343.0,80893.0,8,0,2,4,10,6,4,1,5,8,9,Other,Tier 1,Store,23,0.782608695652174,0.21739130434782608,Lower-Middle
79,147903.0,6.2,5,3.1,9,5,10,3,106282.0,23990.0,7,2,1,1,4,9,2,2,8,7,4,Male,Tier 3,Online,13,0.7692307692307693,0.23076923076923078,Upper-Middle
52,65721.0,6.4,8,2.4,9,10,21,17,91379.0,81114.0,10,6,6,4,10,10,5,10,7,3,2,Male,Tier 3,Store,38,0.5526315789473685,0.4473684210526316,Low
65,43511.0,7.6,5,5.1,1,10,28,1,54084.0,125392.0,5,7,3,4,5,2,5,2,3,5,9,Female,Tier 1,Store,29,0.9655172413793104,0.034482758620689655,Low
79,87782.0,10.7,9,1.8,5,2,30,12,36654.0,115000.0,2,6,5,1,5,7,8,9,1,6,3,Other,Tier 3,Store,42,0.7142857142857143,0.2857142857142857,Lower-Middle
42,112003.0,5.2,5,2.1,9,9,7,0,19399.0,66542.0,2,9,2,4,8,10,2,2,2,2,4,Male,Tier 1,Store,7,1.0,0.0,Lower-Middle
52,164374.0,3.9,13,2.4,4,6,9,8,27674.0,49080.0,1,4,1,2,10,5,6,9,7,1,4,Male,Tier 1,Store,17,0.5294117647058824,0.47058823529411764,Upper-Middle
42,70568.0,7.1,3,2.6,7,9,5,13,72031.0,26643.0,8,9,3,2,5,3,4,3,3,4,10,Male,Tier 2,Store,18,0.2777777777777778,0.7222222222222222,Low
46,149304.0,6.4,13,2.3,6,4,30,3,147473.0,36415.0,6,1,6,3,6,9,4,8,7,2,3,Female,Tier 3,Store,33,0.9090909090909091,0.09090909090909091,Upper-Middle
35,117062.0,4.9,2,2.3,4,6,34,3,116153.0,134234.0,2,4,4,1,10,8,7,3,4,3,10,Male,Tier 2,Store,37,0.918918918918919,0.08108108108108109,Lower-Middle
63,119301.0,7.8,5,0.8,10,7,49,19,115320.0,114455.0,6,6,4,9,2,3,1,6,2,1,10,Female,Tier 2,Store,68,0.7205882352941176,0.27941176470588236,Lower-Middle
35,66507.0,4.4,10,3.4,7,6,39,14,133527.0,19626.0,4,5,4,5,1,2,5,9,4,3,1,Other,Tier 1,Store,53,0.7358490566037735,0.2641509433962264,Low
19,139277.0,5.7,13,3.8,7,4,28,14,49534.0,85305.0,3,0,3,1,6,1,7,8,5,4,4,Female,Tier 3,Store,42,0.6666666666666666,0.3333333333333333,Upper-Middle
71,144999.0,5.9,10,1.9,2,8,20,12,5469.0,133727.0,9,8,5,2,4,10,6,7,10,4,5,Female,Tier 2,Store,32,0.625,0.375,Upper-Middle
52,222580.0,4.1,5,2.4,7,6,40,13,95114.0,18816.0,3,5,3,4,1,7,5,3,5,4,2,Female,Tier 2,Online,53,0.7547169811320755,0.24528301886792453,High
33,115128.0,2.6,6,4.5,9,2,4,0,60790.0,23205.0,8,2,3,10,7,2,10,5,6,8,3,Male,Tier 3,Store,4,1.0,0.0,Lower-Middle
78,25683.0,6.4,2,1.5,6,6,4,0,15333.0,63698.0,10,2,2,1,6,5,4,3,10,2,1,Male,Tier 3,Store,4,1.0,0.0,Low
58,38664.0,8.7,5,2.8,6,1,23,0,78253.0,14589.0,8,5,6,4,10,4,10,4,10,10,2,Other,Tier 3,Online,23,1.0,0.0,Low
53,117364.0,7.9,1,2.6,6,9,14,14,2079.0,102170.0,5,6,1,3,5,6,8,6,7,6,8,Male,Tier 2,Store,28,0.5,0.5,Lower-Middle
50,179244.0,8.1,3,4.6,2,10,27,0,111336.0,39258.0,6,3,3,1,4,1,9,7,8,10,8,Female,Tier 2,Store,27,1.0,0.0,Upper-Middle
21,229713.0,4.4,3,4.9,6,7,33,5,13388.0,141430.0,5,6,4,6,7,4,9,10,7,6,3,Female,Tier 2,Store,38,0.868421052631579,0.13157894736842105,High
50,79340.0,6.4,3,3.5,6,8,12,6,142147.0,30182.0,4,2,2,9,3,10,3,9,3,5,4,Male,Tier 3,Store,18,0.6666666666666666,0.3333333333333333,Lower-Middle
31,102236.0,3.2,3,5.5,9,4,43,1,133715.0,28128.0,3,2,4,9,4,5,9,1,4,4,5,Female,Tier 2,Online,44,0.9772727272727273,0.022727272727272728,Lower-Middle
38,26017.0,6.3,8,2.5,2,8,31,8,7736.0,103203.0,8,3,7,6,9,8,2,6,3,2,6,Female,Tier 1,Store,39,0.7948717948717948,0.20512820512820512,Low
65,51613.0,8.8,1,0.0,9,1,21,3,100349.0,29811.0,6,1,1,6,8,5,1,2,2,4,6,Other,Tier 2,Store,24,0.875,0.125,Low
37,232202.0,8.8,6,1.8,5,4,28,17,69182.0,96909.0,1,6,7,9,10,5,8,2,8,2,4,Other,Tier 3,Store,45,0.6222222222222222,0.37777777777777777,High
73,222992.0,10.1,6,1.9,9,6,2,14,26063.0,125070.0,8,4,7,8,9,6,9,10,3,7,7,Other,Tier 2,Store,16,0.125,0.875,High
25,45348.0,8.0,1,4.5,10,10,4,7,86851.0,96574.0,4,8,2,4,5,3,8,4,10,1,3,Male,Tier 3,Store,11,0.36363636363636365,0.6363636363636364,Low
24,162520.0,7.0,13,2.3,10,7,49,6,109712.0,64622.0,2,8,1,8,8,10,3,2,3,4,4,Female,Tier 3,Store,55,0.8909090909090909,0.10909090909090909,Upper-Middle
20,24491.0,7.7,1,4.2,2,3,10,7,66933.0,49756.0,5,0,3,10,1,9,7,3,5,2,10,Male,Tier 2,Store,17,0.5882352941176471,0.4117647058823529,Low
34,224720.0,7.4,3,3.5,5,10,47,12,64585.0,116712.0,2,9,2,1,10,4,3,6,1,4,8,Other,Tier 1,Store,59,0.7966101694915254,0.2033898305084746,High
50,136070.0,4.4,8,2.9,2,10,40,2,60888.0,15455.0,2,1,1,10,9,8,1,1,7,9,1,Other,Tier 2,Online,42,0.9523809523809523,0.047619047619047616,Upper-Middle
65,242629.0,3.0,6,3.0,5,2,25,5,77154.0,113739.0,10,3,6,2,2,4,9,2,3,2,2,Other,Tier 3,Store,30,0.8333333333333334,0.16666666666666666,High
29,73759.0,7.8,4,2.9,7,9,8,6,1878.92,80060.0,6,4,4,10,4,1,10,4,7,7,4,Male,Tier 1,Store,14,0.5714285714285714,0.42857142857142855,Lower-Middle
76,190625.0,10.2,5,4.0,7,1,43,4,9848.0,64009.0,5,6,7,7,9,2,2,6,2,8,5,Male,Tier 3,Store,47,0.9148936170212766,0.0851063829787234,High
68,147040.0,7.8,10,2.2,7,10,10,17,139726.0,12254.0,10,4,7,9,8,8,7,3,9,9,3,Female,Tier 3,Online,27,0.37037037037037035,0.6296296296296297,Upper-Middle
39,17338.239999999998,2.2,14,2.0,5,1,0,14,122150.0,42856.0,8,0,3,7,8,2,1,1,10,2,10,Male,Tier 2,Store,14,0.0,1.0,Low
72,220032.0,5.0,3,3.0,7,10,37,1,79990.0,138614.0,10,3,6,10,1,6,9,3,5,4,6,Female,Tier 3,Store,38,0.9736842105263158,0.02631578947368421,High
39,50010.0,5.6,14,2.8,6,2,44,19,67283.0,103775.0,3,4,7,7,3,1,3,7,8,10,2,Male,Tier 2,Store,63,0.6984126984126984,0.30158730158730157,Low
63,200226.0,2.3,11,2.2,7,5,27,9,136457.0,19917.0,8,1,7,2,9,10,9,1,6,8,4,Female,Tier 3,Online,36,0.75,0.25,High
47,50851.0,3.2,11,5.3,5,1,22,3,22221.0,112762.0,8,0,2,6,4,8,9,7,3,3,3,Other,Tier 3,Store,25,0.88,0.12,Low
55,137761.0,5.9,6,3.4,2,6,30,11,105504.0,47758.0,4,1,6,10,6,10,2,6,6,3,7,Female,Tier 3,Store,41,0.7317073170731707,0.2682926829268293,Upper-Middle
55,171568.0,6.5,6,1.8,9,8,1,14,96648.0,44106.0,8,3,3,8,2,3,4,5,2,4,7,Female,Tier 3,Store,15,0.06666666666666667,0.9333333333333333,Upper-Middle
62,142152.0,4.0,6,3.3,2,10,17,10,95838.0,115400.0,4,9,6,1,3,3,8,6,3,1,2,Other,Tier 1,Store,27,0.6296296296296297,0.37037037037037035,Upper-Middle
68,177008.0,3.2,9,1.3,3,2,15,13,83706.0,11840.0,10,2,2,7,1,4,5,6,5,3,8,Female,Tier 2,Store,28,0.5357142857142857,0.4642857142857143,Upper-Middle
71,93858.0,8.4,14,1.0,9,5,41,6,75993.0,22163.0,4,7,2,3,3,1,4,3,1,1,4,Male,Tier 1,Online,47,0.8723404255319149,0.1276595744680851,Lower-Middle
25,82005.0,5.2,10,3.5,2,3,16,13,55134.0,91207.0,4,3,5,6,7,4,6,4,2,10,8,Male,Tier 2,Store,29,0.5517241379310345,0.4482758620689655,Lower-Middle
44,52493.0,5.5,13,1.4,8,2,47,7,56942.0,16092.0,6,3,2,5,5,6,4,4,7,9,5,Female,Tier 1,Online,54,0.8703703703703703,0.12962962962962962,Low
44,215867.0,4.9,11,2.6,3,6,16,13,27422.0,88979.0,6,4,1,3,2,8,4,9,9,8,8,Other,Tier 1,Store,29,0.5517241379310345,0.4482758620689655,High
51,182462.0,4.5,8,1.1,6,1,46,5,27149.0,112424.0,1,0,1,8,3,7,7,10,9,1,3,Male,Tier 3,Store,51,0.9019607843137255,0.09803921568627451,Upper-Middle
38,25292.0,8.6,6,2.1,9,8,34,17,55103.0,39394.0,4,0,1,8,1,9,9,6,7,1,1,Other,Tier 3,Store,51,0.6666666666666666,0.3333333333333333,Low
47,107377.0,4.2,2,1.9,10,6,30,13,49517.0,95068.0,3,9,3,3,2,6,6,3,5,5,4,Other,Tier 1,Store,43,0.6976744186046512,0.3023255813953488,Lower-Middle
50,174437.0,6.4,4,2.4,10,4,34,7,37104.0,38735.0,9,4,5,1,2,7,8,9,9,9,1,Other,Tier 3,Store,41,0.8292682926829268,0.17073170731707318,Upper-Middle
45,163279.0,6.0,6,5.5,3,5,23,3,70181.0,115263.0,10,5,1,7,4,8,6,8,10,3,8,Other,Tier 3,Store,26,0.8846153846153846,0.11538461538461539,Upper-Middle
64,116735.0,2.1,9,4.2,9,2,40,11,26986.0,131789.0,9,2,4,9,10,7,5,4,3,2,2,Male,Tier 2,Store,51,0.7843137254901961,0.21568627450980393,Lower-Middle
50,37912.0,6.5,11,2.4,7,8,36,4,41750.0,108484.0,1,3,3,1,8,5,5,10,4,9,3,Male,Tier 2,Store,40,0.9,0.1,Low
22,247701.96000000005,2.9,2,2.2,5,6,48,12,100151.0,62129.0,2,7,7,3,3,4,4,5,5,8,5,Female,Tier 2,Store,60,0.8,0.2,High
77,247701.96000000005,7.3,6,1.6,8,6,29,18,27557.0,84349.0,9,4,5,4,10,1,1,8,6,3,9,Other,Tier 2,Store,47,0.6170212765957447,0.3829787234042553,High
78,95771.0,3.6,10,1.2,6,3,17,11,100405.0,115523.0,2,8,3,6,3,5,3,8,5,9,5,Male,Tier 1,Store,28,0.6071428571428571,0.39285714285714285,Lower-Middle
65,202644.0,7.0,11,2.3,7,1,26,17,34406.0,49347.0,6,1,5,10,2,2,4,10,7,5,1,Female,Tier 2,Store,43,0.6046511627906976,0.3953488372093023,High
36,122293.0,5.1,10,4.2,3,8,15,5,12987.0,58241.0,2,5,3,8,1,7,2,8,1,6,5,Male,Tier 1,Store,20,0.75,0.25,Lower-Middle
21,114083.0,4.7,10,0.0,10,7,19,5,30446.0,36710.0,5,8,6,6,8,10,5,9,4,4,9,Male,Tier 3,Store,24,0.7916666666666666,0.20833333333333334,Lower-Middle
52,128655.0,6.4,7,3.8,6,1,40,16,78492.0,142092.0,7,4,7,10,4,2,4,9,2,8,1,Female,Tier 3,Store,56,0.7142857142857143,0.2857142857142857,Lower-Middle
66,165348.0,3.1,14,4.0,3,8,46,15,121775.0,29876.0,1,4,3,3,2,6,1,6,8,2,3,Male,Tier 1,Store,61,0.7540983606557377,0.2459016393442623,Upper-Middle
34,112459.0,5.9,14,0.0,7,10,27,11,50963.0,87619.0,6,4,1,3,4,7,1,10,8,9,6,Female,Tier 3,Store,38,0.7105263157894737,0.2894736842105263,Lower-Middle
61,151606.0,7.6,8,2.5,10,2,20,4,49378.0,9044.0,8,5,1,2,4,7,3,7,5,9,10,Female,Tier 1,Online,24,0.8333333333333334,0.16666666666666666,Upper-Middle
45,238077.0,8.1,13,1.9,6,8,40,13,145990.0,142537.0,7,7,1,9,6,7,9,8,9,5,9,Male,Tier 3,Store,53,0.7547169811320755,0.24528301886792453,High
47,247682.0,5.1,9,2.3,10,5,44,15,138914.0,130018.0,10,7,4,9,7,8,3,7,8,7,7,Other,Tier 3,Store,59,0.7457627118644068,0.2542372881355932,High
46,181742.0,5.4,5,2.8,8,8,32,4,76497.0,88015.0,8,0,6,2,4,6,3,10,8,8,1,Other,Tier 1,Store,36,0.8888888888888888,0.1111111111111111,Upper-Middle
63,208219.0,3.0,9,2.9,8,6,47,7,33340.0,75941.0,5,3,2,10,5,2,3,7,1,1,3,Female,Tier 1,Store,54,0.8703703703703703,0.12962962962962962,High
70,244171.0,4.5,9,0.7,6,2,8,6,110725.0,126707.0,1,8,2,8,8,4,4,6,1,6,7,Other,Tier 1,Store,14,0.5714285714285714,0.42857142857142855,High
23,126695.0,2.9,13,4.6,2,7,23,12,99427.0,71285.0,3,5,5,7,6,10,3,6,10,10,5,Other,Tier 3,Store,35,0.6571428571428571,0.34285714285714286,Lower-Middle
52,182558.0,6.9,11,1.9,10,6,12,2,59664.0,27010.0,5,4,4,6,4,6,2,8,3,2,3,Other,Tier 2,Store,14,0.8571428571428571,0.14285714285714285,Upper-Middle
77,211629.0,7.7,7,5.5,10,4,29,13,114982.0,109599.0,5,4,5,5,8,2,6,9,6,2,3,Male,Tier 2,Store,42,0.6904761904761905,0.30952380952380953,High
58,49268.0,5.1,2,1.3,6,9,45,16,118417.0,81501.0,9,3,7,3,3,10,6,2,9,1,2,Female,Tier 1,Store,61,0.7377049180327869,0.26229508196721313,Low
54,122338.0,3.9,8,1.1,1,4,42,6,45282.0,14099.0,3,4,5,5,2,8,8,7,1,7,2,Other,Tier 2,Hybrid,48,0.875,0.125,Lower-Middle
41,227407.0,6.6,12,2.9,6,1,32,8,94254.0,27321.0,5,1,4,7,1,1,10,9,7,8,7,Male,Tier 2,Store,40,0.8,0.2,High
46,41336.0,4.3,5,3.7,6,3,45,9,34834.0,18452.0,2,8,7,4,1,7,2,1,4,7,5,Male,Tier 3,Online,54,0.8333333333333334,0.16666666666666666,Low
66,18641.0,7.3,13,4.2,6,8,23,9,139492.0,20700.0,2,2,4,5,2,1,4,1,2,3,7,Male,Tier 2,Online,32,0.71875,0.28125,Low
63,102132.0,9.9,11,1.2,9,3,19,12,76084.0,124021.0,5,0,4,10,9,4,9,7,9,6,8,Female,Tier 3,Store,31,0.6129032258064516,0.3870967741935484,Lower-Middle
70,47959.0,4.2,8,2.1,4,7,49,9,9734.0,13255.0,9,1,2,5,10,1,2,2,2,10,3,Female,Tier 1,Online,58,0.8448275862068966,0.15517241379310345,Low
48,159378.0,4.5,2,4.9,7,1,0,5,40834.0,117094.0,2,4,7,2,1,8,10,5,2,5,4,Male,Tier 2,Store,5,0.0,1.0,Upper-Middle
52,192254.0,3.1,14,2.0,3,4,22,13,114999.0,96553.0,8,9,6,2,4,3,8,10,7,3,10,Male,Tier 2,Store,35,0.6285714285714286,0.37142857142857144,High
77,89123.0,6.3,7,3.7,8,4,32,4,56566.0,126605.0,3,4,5,1,6,10,6,10,4,9,4,Male,Tier 2,Store,36,0.8888888888888888,0.1111111111111111,Lower-Middle
50,202398.0,6.2,5,0.0,2,9,16,12,144030.0,41589.0,3,2,2,1,8,2,3,8,10,9,2,Female,Tier 3,Store,28,0.5714285714285714,0.42857142857142855,High
69,242967.0,5.5,4,0.4,2,1,1,7,71720.0,49236.0,2,5,4,2,6,10,2,2,3,10,3,Other,Tier 2,Store,8,0.125,0.875,High
78,36498.0,6.0,10,3.8,5,9,30,8,26937.0,56719.0,4,3,6,7,3,1,7,7,7,5,7,Female,Tier 1,Store,38,0.7894736842105263,0.21052631578947367,Low
38,85198.0,3.9,13,2.3,1,10,30,19,90098.0,56834.0,7,1,4,5,7,10,3,2,9,10,7,Male,Tier 2,Store,49,0.6122448979591837,0.3877551020408163,Lower-Middle
49,247701.96000000005,2.7,6,3.5,1,8,15,9,47200.0,66629.0,5,3,3,5,6,1,3,8,8,10,7,Male,Tier 1,Store,24,0.625,0.375,High
40,42197.0,4.5,5,1.7,3,10,36,0,110181.0,9178.0,3,4,3,1,1,10,6,8,10,6,9,Other,Tier 2,Online,36,1.0,0.0,Low
50,166791.0,2.2,6,0.3,6,6,36,4,26108.0,77722.0,8,5,2,8,3,7,5,8,6,10,6,Other,Tier 3,Store,40,0.9,0.1,Upper-Middle
20,236273.0,4.2,9,2.6,10,4,6,19,87333.0,3007.0,8,0,3,1,5,4,8,7,10,1,1,Female,Tier 2,Hybrid,25,0.24,0.76,High
35,123775.0,6.6,1,0.7,6,6,35,3,49064.0,147201.0,8,6,3,10,2,8,1,2,7,1,1,Other,Tier 3,Store,38,0.9210526315789473,0.07894736842105263,Lower-Middle
42,40032.0,6.1,13,2.7,8,6,0,0,5968.0,117308.0,4,0,3,5,1,8,6,3,1,2,9,Male,Tier 2,Store,0,0.0,0.0,Low
59,74624.0,2.5,11,1.2,7,2,29,18,58785.0,74785.0,3,3,1,8,10,4,8,10,8,9,4,Male,Tier 1,Store,47,0.6170212765957447,0.3829787234042553,Lower-Middle
48,93177.0,8.1,1,3.3,1,7,17,18,111955.0,134939.0,8,9,5,2,4,9,7,7,6,8,4,Female,Tier 1,Store,35,0.4857142857142857,0.5142857142857142,Lower-Middle
71,56964.0,5.6,13,2.1,1,9,41,14,1878.92,24750.0,6,3,5,6,7,2,9,5,10,6,7,Other,Tier 2,Store,55,0.7454545454545455,0.2545454545454545,Low
75,176100.0,3.4,6,2.1,4,8,38,10,133201.0,45325.0,7,0,5,4,1,10,3,7,10,6,6,Other,Tier 3,Store,48,0.7916666666666666,0.20833333333333334,Upper-Middle
20,126030.0,5.3,2,2.9,1,3,25,4,51535.0,58371.0,1,8,5,6,7,1,8,5,1,8,4,Female,Tier 3,Store,29,0.8620689655172413,0.13793103448275862,Lower-Middle
57,69646.0,4.8,8,3.7,1,8,10,2,138957.0,139125.0,10,8,7,2,1,8,1,1,1,5,7,Other,Tier 1,Store,12,0.8333333333333334,0.16666666666666666,Low
63,96187.0,4.3,7,2.7,10,4,0,16,98885.0,70852.0,6,2,4,7,5,2,3,4,7,1,5,Female,Tier 1,Store,16,0.0,1.0,Lower-Middle
41,154608.0,7.6,6,4.8,1,10,37,15,88935.0,100402.0,3,3,3,1,5,2,7,5,1,2,2,Male,Tier 1,Store,52,0.7115384615384616,0.28846153846153844,Upper-Middle
67,132399.0,3.8,4,4.8,3,1,4,7,23494.0,142220.0,7,0,4,2,2,2,4,1,9,8,2,Female,Tier 3,Store,11,0.36363636363636365,0.6363636363636364,Upper-Middle
49,71747.0,6.4,9,1.6,10,3,21,19,72022.0,46518.0,3,0,5,6,5,5,5,9,1,1,5,Other,Tier 3,Store,40,0.525,0.475,Low
64,60712.0,3.3,7,1.0,2,1,12,2,22587.0,43993.0,2,2,5,5,6,5,8,2,10,6,3,Other,Tier 2,Store,14,0.8571428571428571,0.14285714285714285,Low
39,152345.0,5.9,7,0.9,10,5,16,11,136676.0,116566.0,3,4,2,6,3,4,10,5,3,6,2,Male,Tier 1,Store,27,0.5925925925925926,0.4074074074074074,Upper-Middle
40,86820.0,6.5,5,4.8,8,10,49,7,107854.0,93174.0,10,8,7,1,1,6,3,1,3,4,8,Female,Tier 3,Store,56,0.875,0.125,Lower-Middle
19,140342.0,6.5,1,0.9,7,9,6,14,29016.0,67214.0,7,8,7,1,2,9,8,1,4,5,4,Female,Tier 2,Store,20,0.3,0.7,Upper-Middle
44,106228.0,6.2,14,2.0,10,7,37,10,41629.0,46100.0,1,1,7,6,6,5,3,1,3,6,2,Female,Tier 2,Store,47,0.7872340425531915,0.2127659574468085,Lower-Middle
59,89353.0,5.5,14,2.5,8,3,6,12,105851.0,99656.0,9,9,7,3,3,6,4,9,9,5,5,Female,Tier 2,Store,18,0.3333333333333333,0.6666666666666666,Lower-Middle
19,240563.0,3.9,2,4.8,4,7,11,7,53421.0,136149.0,8,4,7,7,3,1,9,5,5,2,8,Female,Tier 3,Store,18,0.6111111111111112,0.3888888888888889,High
43,107091.0,3.9,8,0.8,9,8,37,12,79459.0,19723.0,9,9,6,4,1,5,6,7,9,6,2,Female,Tier 2,Hybrid,49,0.7551020408163265,0.24489795918367346,Lower-Middle
34,100914.0,6.6,11,3.9,5,4,22,15,131795.0,145021.0,3,2,2,10,6,6,3,3,6,4,2,Other,Tier 2,Store,37,0.5945945945945946,0.40540540540540543,Lower-Middle
57,196902.0,3.5,5,2.5,7,3,47,17,142534.0,48783.0,9,5,2,7,4,1,6,8,10,4,6,Male,Tier 3,Store,64,0.734375,0.265625,High
50,121718.0,3.0,2,2.3,4,2,7,15,91095.0,45405.0,3,2,4,5,3,7,1,4,4,6,1,Male,Tier 1,Store,22,0.3181818181818182,0.6818181818181818,Lower-Middle
